y
29.03750038
29.00499916
29.15250015
29.47750092
29.74749947
29.77750015
29.9375
29.8125
29.76000023
30
29.99749947
29.94499969
30
30.02000046
29.99250031
30.46999931
30.48500061
30.48749924
30.40749931
30.33749962
32.1875
32.13249969
32.27000046
32.57249832
32.88249969
33.00999832
33.10499954
33.02999878
33.32249832
33.75500107
33.87749863
33.83750153
33.93000031
34.17499924
34.27750015
34.13249969
34.16500092
34.23249817
34.24750137
34.94749832
34.74000168
34.94499969
34.83499908
34.88000107
34.75
34.66999817
34.78499985
34.79999924
34.74750137
35.11500168
35.17250061
34.99750137
35.36500168
34.95999908
35.35499954
35.22999954
35.15999985
35.22000122
35.95000076
36.02999878
35.98249817
35.91500092
35.92499924
36.19250107
36.00500107
35.91500092
35.83499908
35.79249954
35.40750122
35.45000076
35.26250076
35.45750046
35.29999924
35.16999817
35.61000061
35.56750107
35.90999985
36.13249969
35.91999817
35.94749832
35.91249847
36.64500046
36.87749863
36.76499939
36.63249969
37.24000168
38.25249863
38.49750137
38.31499863
38.48749924
39.02500153
38.92499924
38.86750031
37.5625
38.13499832
38.26499939
38.49750137
38.45000076
38.33499908
38.46749878
38.40250015
38.41749954
38.18999863
38.29499817
38.86249924
38.48249817
38.61249924
38.84249878
38.74750137
37.24499893
36.35499954
36.64749908
36.29000092
36.07249832
35.56750107
36.58499908
36.25249863
36.46749878
36.40750122
36.56999969
36.45500183
35.93249893
36.45750046
35.91999817
36.00500107
35.875
36.02249908
35.68249893
36.04499817
36.26499939
36.38249969
36.43500137
36.94250107
37.25999832
37.38999939
37.52000046
37.75500107
37.58499908
37.56750107
38.02249908
38.18500137
38.36500168
37.63999939
37.375
37.18249893
37.51250076
39.28499985
38.89250183
39.09749985
39.70249939
40.02000046
40.26499939
38.83000183
39.36999893
39.96250153
40.40000153
40.23749924
39.46500015
39.375
39.30250168
39.94499969
39.99499893
39.81750107
39.96500015
40.36750031
40.72750092
40.83750153
41
41.01250076
40.52000046
40.47750092
40.31499863
39.65750122
40.375
40.21500015
39.91249847
39.56999969
39.97000122
39.66749954
39.68249893
39.01750183
38.34749985
37.97249985
37.63750076
38.28499985
38.55749893
38.31999969
38.52999878
38.45249939
38.61999893
38.36999893
38.84749985
38.82500076
38.95999908
38.97499847
39.13750076
39
39.24750137
39.97000122
40.11750031
39.93999863
38.99499893
39.0625
39.04249954
39.27500153
39.10250092
39.35250092
40.76250076
41.68000031
42.25999832
41.72249985
42.02750015
43.125
43.5625
43.70249939
44.06000137
43.97000122
43.66749954
43.49250031
42.83499908
42.27000046
42.77500153
